name,year,latitude,longitude,city,region,rating,zipCode,url,cuisine,price
"Bo Innovation",2019,22.27614,114.171,"Hong Kong","Hong Kong","Three Stars",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/bo-innovation,Innovative,$$$$$
"Lung King Heen",2019,22.28665,114.15674,"Hong Kong","Hong Kong","Three Stars",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lung-king-heen,Cantonese,$$$$
Caprice,2019,22.286646,114.15662,"Hong Kong","Hong Kong","Three Stars",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/caprice,French,$$$$
"8½ Otto e Mezzo - Bombana",2019,22.28189,114.15839,"Hong Kong","Hong Kong","Three Stars",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/8%C2%BD-otto-e-mezzo-bombana,Italian,$$$$
"L'Atelier de Joël Robuchon",2019,22.281199,114.15816,"Hong Kong","Hong Kong","Three Stars",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/l-atelier-de-joel-robuchon,"French contemporary",$$$$
"Sushi Shikon",2019,22.28511,114.15208,"Hong Kong","Hong Kong","Three Stars",N/A,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-shikon,Sushi,$$$$$
"The Eight",2019,22.190475,113.54341,Macau,Macau,"Three Stars",N/A,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-eight,Chinese,$$$
"Robuchon au Dôme",2019,22.189949,113.54395,Macau,Macau,"Three Stars",N/A,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/robuchon-au-dome,"French contemporary",$$$$
"Jade Dragon",2019,22.149137,113.56715,Macau,Macau,"Three Stars",N/A,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/jade-dragon,Cantonese,$$
Maaemo,2019,59.910477,10.760408,Oslo,Norway,"Three Stars",0191,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/maaemo,"Modern cuisine",$$$$
Masa,2019,40.76855,-73.98335,"New York","New York City","Three Stars",10019,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/masa,Japanese,$$$$
"Per Se",2019,40.76828,-73.98292,"New York","New York City","Three Stars",10019,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/per-se,Contemporary,$$$$
"Le Bernardin",2019,40.76177,-73.98223,"New York","New York City","Three Stars",10019,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-bernardin,Seafood,$$$$
"Eleven Madison Park",2019,40.7417,-73.98712,"New York","New York City","Three Stars",10010,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/eleven-madison-park,Contemporary,$$$$
"Chef's Table at Brooklyn Fare",2019,40.68872,-73.98581,"New York","New York City","Three Stars",10018,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/chef-s-table-at-brooklyn-fare,Contemporary,$$$$
"La Yeon",2019,37.555813,127.00517,Seoul,"South Korea","Three Stars",N/A,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/la-yeon,Korean,$$$$
Gaon,2019,37.52265,127.03595,Seoul,"South Korea","Three Stars",N/A,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/gaon,Korean,$$$$$
Frantzén,2019,59.33418,18.05812,Stockholm,Sweden,"Three Stars","111 22",https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/frantzen,"Modern cuisine",$$$$
"Le Palais",2019,25.049496,121.51674,Taipei,Taipei,"Three Stars",110,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/le-palais,Cantonese,$$
"The Inn at Little Washington",2019,38.713623,-78.16208,"Washington, D.C.","Washington DC","Three Stars",22747,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-inn-at-little-washington,American,$$$$
"Fat Duck",2019,51.50828,-0.70232,Bray,"United Kingdom","Three Stars","SL6 2AQ",https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/fat-duck,Creative,N/A
"Waterside Inn",2019,51.50773,-0.70121,Bray,"United Kingdom","Three Stars","SL6 2AT",https://guide.michelin.com/gb/en/buckinghamshire/bray/restaurant/waterside-inn,"Classic French",N/A
"Alain Ducasse at The Dorchester",2019,51.50712,-0.1525201,Mayfair,"United Kingdom","Three Stars","W1K 1QA",https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/alain-ducasse-at-the-dorchester,French,N/A
"The Araki",2019,51.511826,-0.140389,Mayfair,"United Kingdom","Three Stars","W1S 3BF",https://guide.michelin.com/gb/en/greater-london/mayfair/restaurant/the-araki,Japanese,N/A
"Gordon Ramsay",2019,51.48546,-0.1620201,Chelsea,"United Kingdom","Three Stars","SW3 4HP",https://guide.michelin.com/gb/en/greater-london/chelsea/restaurant/gordon-ramsay,French,N/A
